# airline	from	to	codeshare	stops	equipment
# Date: 2012-10-14
4G	VKO	UCT		0	YK2
4H	CCU	CGP		0	AT7
4H	CCU	DAC		0	AT7
4H	CGP	CCU		0	AT7
4H	CGP	DAC		0	DH8
4H	CGP	MCT		0	313
4H	CXB	DAC		0	DH8
4H	DAC	CCU		0	AT7
4H	DAC	CGP		0	DH8
4H	DAC	CXB		0	DH8
4H	DAC	DXB		0	313 M83
4H	DAC	JSR		0	DH8
4H	DAC	KTM		0	AT7
4H	DAC	KUL		0	M83
4H	DAC	MCT		0	313
4H	DAC	RJH		0	DH8
4H	DAC	SPD		0	DH8
4H	DAC	ZYL		0	313
4H	DXB	DAC		0	M83
4H	JED	DAC		0	313
4H	JSR	DAC		0	DH8
4H	KTM	DAC		0	AT7
4H	KUL	DAC		0	M83
4H	MCT	CGP		0	313
4H	MCT	DAC		0	313
4H	RJH	DAC		0	DH8
4H	SPD	DAC		0	DH8
4H	ZYL	DAC		0	313
4J	AER	LBD		0	737
4J	ALA	DYU		0	737
4J	DME	DYU		0	737
4J	DXB	DYU		0	737
4J	DYU	ALA		0	737
4J	DYU	DME		0	737
4J	DYU	DXB		0	737
4J	DYU	FRA		0	737
4J	DYU	IST		0	737
4J	DYU	KBP		0	737
4J	DYU	KJA		0	737
4J	DYU	KRR		0	737
4J	DYU	KZN		0	737
4J	DYU	LED		0	737
4J	DYU	REN		0	737
4J	DYU	SVX		0	737
4J	FRA	DYU		0	737
4J	HMA	LBD		0	737
4J	IKT	LBD		0	737
4J	IST	DYU		0	737
4J	KBP	DYU		0	737
4J	KJA	DYU		0	737
4J	KJA	LBD		0	737
4J	KRR	DYU		0	737
4J	KRR	LBD		0	737
4J	KZN	DYU		0	737
4J	KZN	LBD		0	737
4J	LBD	AER		0	737
4J	LBD	HMA		0	737
4J	LBD	IKT		0	737
4J	LBD	KJA		0	737
4J	LBD	KRR		0	737
4J	LBD	KZN		0	737
4J	LBD	LED		0	737
4J	LBD	NJC		0	737
4J	LBD	OVB		0	737
4J	LBD	REN		0	737
4J	LBD	SVX		0	737
4J	LBD	TJM		0	737
4J	LED	DYU		0	737
4J	LED	LBD		0	737
4J	NJC	LBD		0	737
4J	OVB	LBD		0	737
4J	REN	DYU		0	737
4J	REN	LBD		0	737
4J	SVX	DYU		0	737
4J	SVX	LBD		0	737
4J	TJM	LBD		0	737
4K	YGZ	YRB		0	DHT
4K	YRB	YGZ		0	DHT
4M	DFW	EZE	*	0	777
4M	EZE	DFW	*	0	777
4M	EZE	JFK	*	0	777
4M	EZE	MIA		0	763
4M	EZE	PUJ		0	763
4M	JFK	EZE	*	0	777
4M	MIA	EZE		0	763
4M	MIA	PUJ		0	763
4M	PUJ	EZE		0	763
4M	PUJ	MIA		0	763
4N	YDA	YEV		0	HS7
4N	YDA	YOC		0	HS7
4N	YDA	YXY		0	HS7
4N	YEG	YXY		0	737
4N	YEV	YDA		0	HS7
4N	YEV	YOC		0	HS7
4N	YOC	YDA		0	HS7
4N	YOC	YEV		0	HS7
4N	YVR	YXY		0	737
4N	YXY	YDA		0	HS7
4N	YXY	YVR		0	737
4N	YXY	YYC		0	737
4N	YYC	YEG		0	737
4O	ACA	MEX		0	320
4O	ACA	TLC		0	320
4O	CEN	MEX		0	320
4O	CJS	MEX		0	320
4O	CME	MEX		0	320
4O	CTM	MEX		0	320
4O	CUL	MEX		0	320
4O	CUN	MEX		0	320
4O	CUN	MTY		0	320
4O	CUN	TLC		0	320
4O	CUU	MEX		0	320
4O	CZM	MEX		0	320
4O	GDL	MEX		0	320
4O	GDL	MTY		0	320
4O	GDL	SJD		0	320
4O	GDL	SNA		0	320
4O	GDL	TIJ		0	320
4O	GUA	MEX		0	320
4O	HAV	MEX		0	320
4O	HMO	MEX		0	320
4O	HUX	MEX		0	320
4O	JFK	MEX		0	320
4O	MEX	ACA		0	320
4O	MEX	CEN		0	320
4O	MEX	CJS		0	320
4O	MEX	CME		0	320
4O	MEX	CTM		0	320
4O	MEX	CUL		0	320
4O	MEX	CUN		0	320
4O	MEX	CUU		0	320
4O	MEX	CZM		0	320
4O	MEX	GDL		0	320
4O	MEX	GUA		0	320
4O	MEX	HAV		0	320
4O	MEX	HMO		0	320
4O	MEX	HUX		0	320
4O	MEX	JFK		0	320
4O	MEX	MIA		0	320
4O	MEX	MID		0	320
4O	MEX	MTY		0	320
4O	MEX	OAX		0	320
4O	MEX	PVR		0	320
4O	MEX	SAT		0	320
4O	MEX	SJD		0	320
4O	MEX	SJO		0	320
4O	MEX	SNA		0	320
4O	MEX	TAM		0	320
4O	MEX	TGZ		0	320
4O	MEX	TIJ		0	320
4O	MEX	VER		0	320
4O	MEX	VSA		0	320
4O	MEX	ZIH		0	320
4O	MIA	MEX		0	320
4O	MID	MEX		0	320
4O	MTY	CUN		0	320
4O	MTY	GDL		0	320
4O	MTY	MEX		0	320
4O	MTY	TLC		0	320
4O	MTY	MEX		0	320
4O	OAX	MEX		0	320
4O	PVR	MEX		0	320
4O	PVR	TLC		0	320
4O	SAT	MEX		0	320
4O	SAT	TLC		0	320
4O	SJD	GDL		0	320
4O	SJD	MEX		0	320
4O	SJD	TLC		0	320
4O	SJO	MEX		0	320
4O	SNA	GDL		0	320
4O	SNA	MEX		0	320
4O	TAM	MEX		0	320
4O	TGZ	MEX		0	320
4O	TIJ	GDL		0	320
4O	TIJ	MEX		0	320
4O	TLC	ACA		0	320
4O	TLC	CUN		0	320
4O	TLC	MTY		0	320
4O	TLC	PVR		0	320
4O	TLC	SAT		0	320
4O	TLC	SJD		0	320
4O	TLC	ZIH		0	320
4O	VER	MEX		0	320
4O	VSA	MEX		0	320
4O	ZIH	MEX		0	320
4O	ZIH	TLC		0	320
4Q	AUH	KBL		0	320
4Q	BAH	KBL		0	320
4Q	DEL	KBL		0	320
4Q	DXB	KBL		0	320
4Q	HEA	KBL		0	320
4Q	KBL	AUH		0	320
4Q	KBL	BAH		0	320
4Q	KBL	DEL		0	320
4Q	KBL	DXB		0	320
4Q	KBL	HEA		0	320
4T	AYT	BSL		0	320
4T	AYT	ZRH		0	320
4T	BJV	ZRH		0	319
4T	BSL	AYT		0	320
4T	BSL	DJE		0	320
4T	BSL	HRG		0	320
4T	BSL	NBE		0	320
4T	BSL	SSH		0	320
4T	DJE	BSL		0	320
4T	DJE	ZRH		0	320
4T	GVA	PRN		0	320
4T	HRG	BSL		0	320
4T	HRG	ZRH		0	320
4T	LXR	SSH		0	320
4T	NBE	BSL		0	320
4T	PRN	GVA		0	320
4T	PRN	ZRH		0	320
4T	RMF	ZRH		0	320
4T	SKP	ZRH		0	320
4T	SSH	BSL		0	320
4T	SSH	ZRH		0	320
4T	ZRH	AYT		0	320
4T	ZRH	BJV		0	319
4T	ZRH	DJE		0	320
4T	ZRH	HRG		0	320
4T	ZRH	LXR		0	320
4T	ZRH	PRN		0	320
4T	ZRH	RMF		0	320
4T	ZRH	SKP		0	320
4T	ZRH	SSH		0	320
4U	ADB	CGN		0	319
4U	ADB	HAJ		0	319
4U	ADB	STR		0	319
4U	AGP	STR		0	319
4U	ARN	CGN		0	319
4U	ATH	CGN		0	319
4U	ATH	STR		0	319
4U	AYT	CGN		0	319
4U	AYT	STR		0	319
4U	BCN	CGN		0	319
4U	BCN	HAJ		0	319
4U	BCN	STR		0	319
4U	BEG	STR		0	319
4U	BIA	CGN		0	319
4U	BIA	STR		0	319
4U	BIO	STR		0	319
4U	BLQ	CGN		0	319
4U	BRE	STR		0	319
4U	BRI	CGN		0	319
4U	BRI	STR		0	319
4U	BRU	STR		0	319
4U	BUD	CGN		0	319
4U	BUD	STR		0	319
4U	CAG	CGN		0	319
4U	CAG	STR		0	319
4U	CFU	CGN		0	319
4U	CFU	DRS		0	319
4U	CFU	HAJ		0	319
4U	CFU	STR		0	319
4U	CGN	ADB		0	319
4U	CGN	ARN		0	319
4U	CGN	ATH		0	319
4U	CGN	AYT		0	319
4U	CGN	BCN		0	319
4U	CGN	BIA		0	319
4U	CGN	BLQ		0	319
4U	CGN	BRI		0	319
4U	CGN	BUD		0	319
4U	CGN	CAG		0	319
4U	CGN	CFU		0	319
4U	CGN	CMN		0	319
4U	CGN	CTA		0	319
4U	CGN	DBV		0	319
4U	CGN	DRS		0	319
4U	CGN	DUB		0	319
4U	CGN	EDI		0	319
4U	CGN	ESB		0	319
4U	CGN	FAO		0	319
4U	CGN	FCO		0	319
4U	CGN	FDH		0	319
4U	CGN	HER		0	319
4U	CGN	IBZ		0	319
4U	CGN	JTR		0	319
4U	CGN	KGS		0	319
4U	CGN	KLU		0	319
4U	CGN	KVA		0	319
4U	CGN	LEJ		0	319
4U	CGN	LHR		0	319
4U	CGN	LIS		0	319
4U	CGN	MAN		0	319
4U	CGN	MUC		0	319
4U	CGN	MXP		0	319
4U	CGN	NAP		0	319
4U	CGN	NCE		0	319
4U	CGN	NDR		0	319
4U	CGN	OTP		0	319
4U	CGN	PMI		0	319
4U	CGN	PRG		0	319
4U	CGN	PRN		0	319
4U	CGN	PSA		0	319
4U	CGN	PUY		0	319
4U	CGN	RHO		0	319
4U	CGN	RJK		0	319
4U	CGN	RLG		0	319
4U	CGN	SAW		0	319
4U	CGN	SJJ		0	319
4U	CGN	SKG		0	319
4U	CGN	SPU		0	319
4U	CGN	STN		0	319
4U	CGN	SUF		0	319
4U	CGN	SXF		0	319
4U	CGN	SZG		0	319
4U	CGN	TFS		0	319
4U	CGN	TLV		0	319
4U	CGN	TNG		0	319
4U	CGN	TSF		0	319
4U	CGN	TUN		0	319
4U	CGN	VIE		0	319
4U	CGN	VKO		0	319
4U	CGN	VRN		0	319
4U	CGN	XRY		0	319
4U	CGN	ZAD		0	319
4U	CGN	ZAG		0	319
4U	CGN	ZRH		0	319
4U	CMN	CGN		0	319
4U	CTA	CGN		0	319
4U	CTA	HAJ		0	319
4U	CTA	STR		0	319
4U	DBV	CGN		0	319
4U	DBV	HAJ		0	319
4U	DBV	STR		0	319
4U	DRS	CFU		0	319
4U	DRS	CGN		0	319
4U	DRS	STR		0	319
4U	DTM	MUC		0	319
4U	DTM	PMI		0	319
4U	DTM	SAW		0	319
4U	DTM	SPU		0	319
4U	DUB	CGN		0	319
4U	DUS	PRN		0	319
4U	EDI	CGN		0	319
4U	ESB	CGN		0	319
4U	ESB	STR		0	319
4U	FAO	CGN		0	319
4U	FAO	STR		0	319
4U	FCO	CGN		0	319
4U	FCO	HAJ		0	319
4U	FCO	STR		0	319
4U	FDH	CGN		0	319
4U	HAJ	ADB		0	319
4U	HAJ	BCN		0	319
4U	HAJ	CFU		0	319
4U	HAJ	CTA		0	319
4U	HAJ	DBV		0	319
4U	HAJ	FCO		0	319
4U	HAJ	HER		0	319
4U	HAJ	MXP		0	319
4U	HAJ	NAP		0	319
4U	HAJ	PMI		0	319
4U	HAJ	PRN		0	319
4U	HAJ	SPU		0	319
4U	HAJ	STN		0	319
4U	HAJ	STR		0	319
4U	HAJ	TSF		0	319
4U	HAJ	VIE		0	319
4U	HAJ	VKO		0	319
4U	HAM	PRN		0	319
4U	HER	CGN		0	319
4U	HER	HAJ		0	319
4U	HER	STR		0	319
4U	HER	SXF		0	319
4U	IBZ	CGN		0	319
4U	IBZ	STR		0	319
4U	JMK	CGN		0	319
4U	JTR	CGN		0	319
4U	KGS	CGN		0	319
4U	KLU	CGN		0	319
4U	KRK	STR		0	319
4U	KVA	CGN		0	319
4U	KVA	STR		0	319
4U	LEJ	CGN		0	319
4U	LEJ	STR		0	319
4U	LHR	CGN		0	319
4U	LHR	STR		0	319
4U	LIS	CGN		0	319
4U	LIS	STR		0	319
4U	MAN	CGN		0	319
4U	MAN	STR		0	319
4U	MLH	PRN		0	319
4U	MST	SXF		0	319
4U	MUC	CGN		0	319
4U	MUC	DTM		0	319
4U	MUC	PRN		0	319
4U	MUC	SXF		0	319
4U	MXP	CGN		0	319
4U	MXP	HAJ		0	319
4U	MXP	STR		0	319
4U	NAP	CGN		0	319
4U	NAP	HAJ		0	319
4U	NCE	CGN		0	319
4U	NDR	CGN		0	319
4U	OTP	CGN		0	319
4U	PMI	CGN		0	319
4U	PMI	DTM		0	319
4U	PMI	HAJ		0	319
4U	PMI	STR		0	319
4U	PRG	CGN		0	319
4U	PRN	CGN		0	319
4U	PRN	DUS		0	319
4U	PRN	HAJ		0	319
4U	PRN	HAM		0	319
4U	PRN	MLH		0	319
4U	PRN	MUC		0	319
4U	PRN	STR		0	319
4U	PRN	SXF		0	319
4U	PSA	CGN		0	319
4U	PUY	CGN		0	319
4U	RHO	CGN		0	319
4U	RJK	CGN		0	319
4U	RLG	CGN		0	319
4U	RLG	STR		0	319
4U	SAW	CGN		0	319
4U	SAW	DTM		0	319
4U	SAW	STR		0	319
4U	SJJ	CGN		0	319
4U	SJJ	STR		0	319
4U	SKG	CGN		0	319
4U	SKG	STR		0	319
4U	SPU	CGN		0	319
4U	SPU	DTM		0	319
4U	SPU	HAJ		0	319
4U	SPU	STR		0	319
4U	STN	CGN		0	319
4U	STN	HAJ		0	319
4U	STN	STR		0	319
4U	STR	ADB		0	319
4U	STR	AGP		0	319
4U	STR	ATH		0	319
4U	STR	AYT		0	319
4U	STR	BCN		0	319
4U	STR	BEG		0	319
4U	STR	BIA		0	319
4U	STR	BIO		0	319
4U	STR	BRE		0	319
4U	STR	BRI		0	319
4U	STR	BRU		0	319
4U	STR	BUD		0	319
4U	STR	CAG		0	319
4U	STR	CFU		0	319
4U	STR	CTA		0	319
4U	STR	DBV		0	319
4U	STR	DRS		0	319
4U	STR	ESB		0	319
4U	STR	FAO		0	319
4U	STR	FCO		0	319
4U	STR	HAJ		0	319
4U	STR	HER		0	319
4U	STR	IBZ		0	319
4U	STR	KRK		0	319
4U	STR	KVA		0	319
4U	STR	LEJ		0	319
4U	STR	LHR		0	319
4U	STR	LIS		0	319
4U	STR	MAN		0	319
4U	STR	MXP		0	319
4U	STR	PMI		0	319
4U	STR	PRN		0	319
4U	STR	RLG		0	319
4U	STR	SAW		0	319
4U	STR	SJJ		0	319
4U	STR	SKG		0	319
4U	STR	SPU		0	319
4U	STR	STN		0	319
4U	STR	SUF		0	319
4U	STR	SXF		0	319
4U	STR	VIE		0	319
4U	STR	VKO		0	319
4U	STR	ZAD		0	319
4U	STR	ZAG		0	319
4U	SUF	CGN		0	319
4U	SUF	STR		0	319
4U	SXF	CGN		0	319
4U	SXF	HER		0	319
4U	SXF	MST		0	319
4U	SXF	MUC		0	319
4U	SXF	PRN		0	319
4U	SXF	STR		0	319
4U	SZG	CGN		0	319
4U	TFS	CGN		0	319
4U	TLV	CGN		0	319
4U	TNG	CGN		0	319
4U	TSF	CGN		0	319
4U	TSF	HAJ		0	319
4U	TUN	CGN		0	319
4U	VIE	CGN		0	319
4U	VIE	HAJ		0	319
4U	VIE	STR		0	319
4U	VKO	CGN		0	319
4U	VKO	HAJ		0	319
4U	VKO	STR		0	319
4U	VRN	CGN		0	319
4U	XRY	CGN		0	319
4U	ZAD	CGN		0	319
4U	ZAD	STR		0	319
4U	ZAG	CGN		0	319
4U	ZAG	STR		0	319
4U	ZRH	CGN		0	319
4W	AKP	FAI		0	PA2
4W	BTT	AKP		0	PA2
4W	CEM	IRC		0	PA2
4W	CIK	FYU		0	PA2
4W	FAI	BTT		0	PA2
4W	FAI	CEM		0	PA2
4W	FAI	FYU		0	PA2
4W	FAI	MLY		0	CN1
4W	FAI	RMP		0	CN1
4W	FAI	SVS		0	PA2
4W	FAI	TAL		0	PA2
4W	FYU	CIK		0	PA2
4W	FYU	FAI		0	PA2
4W	IRC	FAI		0	PA2
4W	MLY	MNT		0	CN1
4W	MNT	FAI		0	CN1
4W	RMP	FAI		0	CN1
4W	SVS	WBQ		0	PA2
4W	TAL	FAI		0	PA2
4W	WBQ	FAI		0	PA2
4Y	AKI	BET		0	CNA
4Y	AKI	TLT		0	CNA
4Y	ATT	KUK		0	CNA
4Y	BET	ATT		0	CNA
4Y	BET	EEK		0	CNA
4Y	BET	GNU		0	CNA
4Y	BET	KKI		0	CNA
4Y	BET	KLG		0	CNA
4Y	BET	KPN		0	CNA
4Y	BET	KWT		0	CNA
4Y	BET	NME		0	CNA
4Y	BET	RSH		0	CNA
4Y	BET	WNA		0	CNA
4Y	BET	WTL		0	CNA
4Y	CYF	BET		0	CNA
4Y	EEK	KWN		0	CNA
4Y	GNU	PTU		0	CNA
4Y	KKH	KWK		0	CNA
4Y	KKI	AKI		0	CNA
4Y	KKI	TLT		0	CNA
4Y	KLG	BET		0	CNA
4Y	KLG	RSH		0	CNA
4Y	KPN	CYF		0	CNA
4Y	KUK	NUP		0	CNA
4Y	KWK	BET		0	CNA
4Y	KWN	BET		0	CNA
4Y	KWT	AKI		0	CNA
4Y	KWT	KKI		0	CNA
4Y	NME	OOK		0	CNA
4Y	NUP	BET		0	CNA
4Y	OOK	TNK		0	CNA
4Y	PKA	BET		0	CNA
4Y	PTU	BET		0	CNA
4Y	RSH	BET		0	CNA
4Y	RSH	KLG		0	CNA
4Y	TLT	BET		0	CNA
4Y	TNK	WWT		0	CNA
4Y	WNA	PKA		0	CNA
4Y	WTL	KKH		0	CNA
4Y	WWT	BET		0	CNA
5H	DAR	ZNZ		0	CRJ
5H	DAR	ZNZ		1	CRJ
5H	DAR	ZNZ		2	CRJ
5H	EBB	NBO		0	CRJ
5H	EDL	LOK		0	DH8
5H	EDL	NBO		0	DH8 CRJ
5H	JUB	NBO		0	CRJ F28
5H	KIS	EDL		0	CRJ DH8
5H	KIS	NBO		0	CRJ DH8
5H	KTL	LOK		0	DH8
5H	KTL	NBO		0	DH8
5H	LAU	MYD		0	DH8
5H	LOK	EDL		0	DH8
5H	LOK	KTL		0	DH8
5H	MBA	DAR		0	CRJ
5H	MBA	NBO		0	CRJ DH8
5H	MBA	ZNZ		0	CRJ
5H	MYD	LAU		0	DH8
5H	MYD	NBO		0	DH8
5H	NBO	DAR		0	CRJ
5H	NBO	EBB		0	CRJ
5H	NBO	EDL		0	DH8
5H	NBO	JUB		0	CRJ F28
5H	NBO	KIS		0	CRJ DH8 F28
5H	NBO	KTL		0	DH8
5H	NBO	MBA		0	CRJ DH8
5H	NBO	MBA		1	DH8
5H	NBO	MYD		0	DH8
5H	NYK	WIL		0	CNA
5H	ZNZ	MBA		0	CRJ
5H	ZNZ	NBO		0	CRJ
5J	BCD	CEB		0	ATR 319
5J	BCD	MNL		0	320 319 ATR
5J	BKI	MNL		0	319
5J	BKK	CRK		0	319
5J	BKK	MNL		0	320
5J	BWN	MNL		0	319
5J	BXU	CEB		0	ATR 319
5J	BXU	DVO		0	ATR
5J	BXU	MNL		0	320
5J	CAN	MNL		0	320
5J	CBO	MNL		0	320
5J	CEB	BCD		0	ATR 319
5J	CEB	BXU		0	ATR 319
5J	CEB	CGY		0	ATR 320
5J	CEB	CRK		0	319
5J	CEB	DGT		0	ATR
5J	CEB	DPL		0	ATR
5J	CEB	DVO		0	319
5J	CEB	GES		0	319
5J	CEB	HKG		0	319
5J	CEB	IAO		0	ATR
5J	CEB	ICN		0	320
5J	CEB	ILO		0	ATR 319
5J	CEB	LGP		0	ATR
5J	CEB	MNL		0	319 320 ATR
5J	CEB	MPH		0	ATR
5J	CEB	OZC		0	319
5J	CEB	PAG		0	ATR
5J	CEB	PPS		0	319
5J	CEB	PUS		0	319
5J	CEB	SIN		0	319
5J	CEB	SUG		0	ATR
5J	CEB	TAC		0	319
5J	CEB	USU		0	ATR
5J	CEB	ZAM		0	319
5J	CGK	MNL		0	319
5J	CGY	CEB		0	ATR 320
5J	CGY	DVO		0	ATR
5J	CGY	ILO		0	319
5J	CGY	MNL		0	320
5J	CGY	ZAM		0	319
5J	CRK	BKK		0	319
5J	CRK	CEB		0	319
5J	CRK	HKG		0	319
5J	CRK	MFM		0	319
5J	CRK	SIN		0	319
5J	CYZ	MNL		0	319
5J	DGT	CEB		0	ATR
5J	DGT	MNL		0	319
5J	DPL	CEB		0	ATR
5J	DPL	DVO		0	ATR
5J	DPL	MNL		0	320 319
5J	DVO	BXU		0	ATR
5J	DVO	CEB		0	319
5J	DVO	CGY		0	ATR
5J	DVO	DPL		0	ATR
5J	DVO	ILO		0	320
5J	DVO	KLO		0	320
5J	DVO	MNL		0	320 319
5J	DVO	PPS		0	320
5J	DVO	ZAM		0	319
5J	GES	CEB		0	319
5J	GES	MNL		0	320
5J	HAN	MNL		0	319
5J	HKG	CEB		0	319
5J	HKG	CRK		0	319
5J	HKG	KLO		0	320
5J	HKG	MNL		0	320
5J	IAO	CEB		0	ATR
5J	ICN	CEB		0	320
5J	ICN	MNL		0	320
5J	ILO	CEB		0	ATR 319
5J	ILO	CGY		0	319
5J	ILO	DVO		0	320
5J	ILO	MNL		0	320
5J	ILO	TAC		0	ATR
5J	KIX	MNL		0	320
5J	KLO	DVO		0	320
5J	KLO	HKG		0	320
5J	KLO	MNL		0	320 319 ATR
5J	KUL	MNL		0	320
5J	LAO	MNL		0	319 ATR
5J	LGP	CEB		0	ATR
5J	LGP	MNL		0	320
5J	MFM	CRK		0	319
5J	MFM	MNL		0	319
5J	MNL	BCD		0	320 319 ATR
5J	MNL	BKI		0	319
5J	MNL	BKK		0	320
5J	MNL	BWN		0	319
5J	MNL	BXU		0	320
5J	MNL	CAN		0	320
5J	MNL	CBO		0	320
5J	MNL	CEB		0	320 319 ATR
5J	MNL	CGK		0	319
5J	MNL	CGY		0	320
5J	MNL	CYZ		0	319
5J	MNL	DGT		0	319
5J	MNL	DPL		0	320 319
5J	MNL	DVO		0	320 319
5J	MNL	GES		0	320
5J	MNL	HAN		0	319
5J	MNL	HKG		0	320
5J	MNL	ICN		0	320
5J	MNL	ILO		0	320
5J	MNL	KIX		0	320
5J	MNL	KLO		0	320 319 ATR
5J	MNL	KUL		0	320
5J	MNL	LAO		0	319 ATR
5J	MNL	LGP		0	320
5J	MNL	MFM		0	319
5J	MNL	MPH		0	ATR
5J	MNL	OZC		0	320
5J	MNL	PAG		0	319
5J	MNL	PEK		0	320
5J	MNL	PPS		0	320 319
5J	MNL	PUS		0	320
5J	MNL	PVG		0	320
5J	MNL	REP		0	320
5J	MNL	RXS		0	320
5J	MNL	SGN		0	320
5J	MNL	SIN		0	320
5J	MNL	SJI		0	319
5J	MNL	TAC		0	320
5J	MNL	TAG		0	319
5J	MNL	TPE		0	320
5J	MNL	TUG		0	319
5J	MNL	USU		0	ATR
5J	MNL	VRC		0	ATR
5J	MNL	WNP		0	ATR
5J	MNL	XMN		0	319
5J	MNL	ZAM		0	320
5J	MPH	CEB		0	ATR
5J	MPH	MNL		0	ATR
5J	OZC	CEB		0	319
5J	OZC	MNL		0	320
5J	PAG	CEB		0	ATR
5J	PAG	MNL		0	319
5J	PEK	MNL		0	320
5J	PPS	CEB		0	319
5J	PPS	DVO		0	320
5J	PPS	MNL		0	320 319
5J	PUS	CEB		0	319
5J	PUS	MNL		0	320
5J	PVG	MNL		0	320
5J	REP	MNL		0	320
5J	RXS	MNL		0	320
5J	SGN	MNL		0	320
5J	SGS	ZAM		0	319
5J	SIN	CEB		0	319
5J	SIN	CRK		0	319
5J	SIN	MNL		0	320
5J	SJI	MNL		0	319
5J	SUG	CEB		0	ATR
5J	TAC	CEB		0	319
5J	TAC	ILO		0	ATR
5J	TAC	MNL		0	320
5J	TAG	MNL		0	319
5J	TPE	MNL		0	320
5J	TUG	MNL		0	319
5J	USU	CEB		0	ATR
5J	USU	MNL		0	ATR
5J	VRC	MNL		0	ATR
5J	WNP	MNL		0	ATR
5J	XMN	MNL		0	319
5J	ZAM	CEB		0	319
5J	ZAM	CGY		0	319
5J	ZAM	DVO		0	319
5J	ZAM	MNL		0	320
5J	ZAM	SGS		0	319
5M	ANU	MNI		0	BNI
5M	ANU	NEV		0	BNI
5M	MNI	ANU		0	BNI
5M	NEV	ANU		0	BNI
5N	AMV	NNM		0	AN4
5N	ARH	CSH		0	AN4
5N	ARH	KSZ		0	AN4
5N	ARH	LDG		0	AN4
5N	ARH	LED		0	735
5N	ARH	MMK		0	AN4
5N	ARH	NNM		0	AT5 AN4
5N	ARH	NNM	*	0	AT5
5N	ARH	SVO		0	735
5N	CSH	ARH		0	AN4
5N	KSZ	ARH		0	AN4
5N	LDG	ARH		0	AN4
5N	LED	ARH		0	735
5N	LED	MMK		0	735
5N	LED	SCW		0	735
5N	MMK	ARH		0	AN4
5N	MMK	LED		0	735
5N	MMK	SVO		0	735
5N	MMK	TOS		0	AN4
5N	NNM	AMV		0	AN4
5N	NNM	ARH		0	AT5 AN4
5N	NNM	ARH	*	0	AT5
5N	NSK	SVO		0	735
5N	SCW	LED		0	735
5N	SCW	SVO		0	735
5N	SVO	ARH		0	735
5N	SVO	MMK		0	735
5N	SVO	NSK		0	735
5N	SVO	SCW		0	735
5N	TOS	MMK		0	AN4
5P	ANF	CPO		0	732
5P	ANF	IQQ		0	732
5P	ANF	SCL		0	732
5P	CJC	IQQ		0	732
5P	CJC	SCL		0	737 732
5P	CPO	ANF		0	732
5P	CPO	SCL		0	732
5P	IQQ	ANF		0	732
5P	IQQ	CJC		0	732
5P	IQQ	SCL		0	732
5P	SCL	ANF		0	732
5P	SCL	CJC		0	732
5P	SCL	CPO		0	732
5P	SCL	IQQ		0	732
5Q	AEP	PDP		0	AT7
5Q	PDP	AEP		0	AT7
5T	YBK	YCS	*	0	AT4
5T	YCB	YCO		0	73M
5T	YCB	YYH		0	DH8
5T	YCB	YZF		0	DH8
5T	YCO	YCB		0	73M DH8
5T	YCO	YZF		0	73M
5T	YCS	YBK	*	0	AT4
5T	YCS	YRT	*	0	AT4
5T	YCY	YFB		0	DH8
5T	YCY	YIO		0	DH8
5T	YEG	YZF		0	73M 733
5T	YEK	YUT	*	0	AT4
5T	YEK	YXN	*	0	AT4
5T	YEK	YYQ	*	0	AT4
5T	YEV	YVQ		0	73M 733
5T	YFB	YCY		0	DH8
5T	YFB	YGT		0	BE1 DH8
5T	YFB	YOW		0	73M
5T	YFB	YRT		0	73M
5T	YFB	YTE		0	BE1 DH8
5T	YFB	YUX		0	BE1 DH8
5T	YFB	YXP		0	DH8
5T	YGT	YFB		0	DH8
5T	YGT	YIO		0	DH8
5T	YGT	YUX		0	DH8 BE1
5T	YHK	YYH		0	DH8
5T	YHK	YZF		0	DH8
5T	YIO	YCY		0	DH8
5T	YIO	YGT		0	DH8
5T	YOW	YFB		0	73M
5T	YRT	YBK	*	0	AT4
5T	YRT	YCS	*	0	AT4
5T	YRT	YEK	*	0	AT4
5T	YRT	YFB		0	73M
5T	YRT	YXN	*	0	AT4
5T	YRT	YYQ	*	0	J32
5T	YRT	YZF		0	73M
5T	YTE	YFB		0	BE1 DH8
5T	YTH	YRT	*	0	AT4
5T	YUT	YZS	*	0	AT4
5T	YUX	YFB		0	DH8 BE1
5T	YUX	YGT		0	BE1 DH8
5T	YVM	YXP		0	DH8
5T	YVQ	YEV		0	73M 733
5T	YVQ	YZF		0	73M 733
5T	YWG	YRT	*	0	AT4
5T	YXN	YEK	*	0	AT4
5T	YXN	YRT	*	0	AT4
5T	YXP	YFB		0	DH8
5T	YXP	YVM		0	DH8
5T	YYH	YCB		0	DH8
5T	YYH	YHK		0	DH8
5T	YYQ	YEK	*	0	AT4
5T	YYQ	YTH	*	0	AT4
5T	YZF	YCB		0	73M
5T	YZF	YCO		0	73M DH8
5T	YZF	YEG		0	73M 733
5T	YZF	YHK		0	DH8
5T	YZF	YRT		0	73M
5T	YZF	YVQ		0	73M 733
5T	YZF	YYH		0	DH8
5T	YZS	YRT	*	0	AT4
6E	AMD	BLR		0	320
6E	AMD	BOM		0	320
6E	AMD	CCU		0	320
6E	AMD	DEL		0	320
6E	AMD	GOI		0	320
6E	AMD	HYD		0	320
6E	AMD	JAI		0	320
